Scene Number,Frame Number (Start),Timecode,Start Time (seconds),Length (seconds)
97,17693,00:04:55.129,295.129056735,1.86822214177
98,17805,00:04:56.997,296.997278876,2.20183323851
99,17937,00:04:59.199,299.199112115,4.38698592218
100,18200,00:05:03.586,303.586098037,5.58798587046
101,18535,00:05:09.174,309.174083908,3.11926375456
102,18722,00:05:12.293,312.293347662,1.15095828377
103,18791,00:05:13.444,313.444305946,11.7764717151
104,19497,00:05:25.220,325.220777661,3.20266652874
105,19689,00:05:28.423,328.42344419,2.0183471353
106,19810,00:05:30.441,330.441791325,3.21934708358
107,20003,00:05:33.661,333.661138409,9.75812457976
108,20588,00:05:43.419,343.419262988,5.20433310921
109,20900,00:05:48.623,348.623596098,7.87322188316
110,21372,00:05:56.496,356.496817981,5.37113865758
111,21694,00:06:01.867,361.867956638,11.8598744893
112,22405,00:06:13.727,373.727831128,3.08590264488
113,22590,00:06:16.813,376.813733772,2.08506935465
114,22715,00:06:18.898,378.898803127,3.0024998707
115,22895,00:06:21.901,381.901302998,14.3285966052
116,23754,00:06:36.229,396.229899603,8.4737218573
117,24262,00:06:44.703,404.70362146,25.0875544752
118,25766,00:07:09.791,429.791175935,7.52293023158
119,26217,00:07:17.314,437.314106167,6.72226359939
120,26620,00:07:24.036,444.036369766,8.80733295404
121,27148,00:07:32.843,452.84370272,4.7539581286
122,27433,00:07:37.597,457.597660849,4.05337482544
123,27676,00:07:41.651,461.651035674,3.65304150935
124,27895,00:07:45.304,465.304077184,3.06922209005
125,28079,00:07:48.373,468.373299274,7.33944412837
126,28519,00:07:55.712,475.712743402,10.5921523216
127,29154,00:08:06.304,486.304895724,4.90408312214
128,29448,00:08:11.208,491.208978846,1.70141659339
129,29550,00:08:12.910,492.910395439,1.5679721547
130,29644,00:08:14.478,494.478367594,2.80233321265
131,29812,00:08:17.280,497.280700807,4.23686092865
132,30066,00:08:21.517,501.517561735,13.7781382955
133,30892,00:08:35.295,515.295700031,2.78565265781
134,31059,00:08:38.081,518.081352689,7.68973577995
135,31520,00:08:45.771,525.771088469,4.95412478665
136,31817,00:08:50.725,530.725213255,3.30274985777
137,32015,00:08:54.027,534.027963113,2.65220821912
138,32174,00:08:56.680,536.680171332,5.58798587046
139,32509,00:09:02.268,542.268157203,3.03586098037
140,32691,00:09:05.304,545.304018183,3.28606930293
141,32888,00:09:08.590,548.590087486,1.83486103209
142,32998,00:09:10.424,550.424948518,3.98665260609
143,33237,00:09:14.411,554.411601124,5.17097199953
144,33547,00:09:19.582,559.582573124,2.61884710944
145,33704,00:09:22.201,562.201420233,2.03502769014
146,33826,00:09:24.236,564.236447923,5.53794420595
147,34158,00:09:29.774,569.774392129,5.50458309628
148,34488,00:09:35.278,575.278975225,3.60299984484
149,34704,00:09:38.881,578.88197507,8.67388851534
150,35224,00:09:47.555,587.555863586,3.76980539321
151,35450,00:09:51.325,591.325668979,2.43536100623
152,35596,00:09:53.761,593.761029985,2.58548599977
153,35751,00:09:56.346,596.346515985,13.1776383214
154,36541,00:10:09.524,609.524154306,10.7923189797
155,37188,00:10:20.316,620.316473286,5.4712219866
156,37516,00:10:25.787,625.787695272,8.54044407665
157,38028,00:10:34.328,634.328139349,1.33444438698
158,38108,00:10:35.662,635.662583736,2.58548599977
159,38263,00:10:38.248,638.248069736,1.98498602563
160,38382,00:10:40.233,640.233055761,1.75145825791
161,38487,00:10:41.984,641.984514019,2.18515268367
162,38618,00:10:44.169,644.169666703,3.7197637287
163,38841,00:10:47.889,647.889430432,1.76813881274
164,38947,00:10:49.657,649.657569245,5.80483308335
165,39295,00:10:55.462,655.462402328,3.88656927707
166,39528,00:10:59.348,659.348971605,4.87072201246
167,39820,00:11:04.219,664.219693617,2.88573598684
168,39993,00:11:07.105,667.105429604,1.63469437405
169,40091,00:11:08.740,668.740123978,1.41784716116
170,40176,00:11:10.157,670.157971139,1.05087495474
171,40239,00:11:11.208,671.208846094,2.95245820618
172,40416,00:11:14.161,674.1613043,2.45204156107
173,40563,00:11:16.613,676.613345861,1.25104161279
174,40638,00:11:17.864,677.864387474,1.40116660632
175,40722,00:11:19.265,679.265554081,1.71809714823
176,40825,00:11:20.983,680.983651229,1.83486103209
177,40935,00:11:22.818,682.818512261,5.8715553027
178,41287,00:11:28.690,688.690067564,2.65220821912
179,41446,00:11:31.342,691.342275783,4.70391646409
180,41728,00:11:36.046,696.046192247,0.450374980604
181,41755,00:11:36.496,696.496567227,1.80149992242
182,41863,00:11:38.298,698.29806715,12.6438605666
183,42621,00:11:50.941,710.941927716,2.151791574
184,42750,00:11:53.093,713.09371929,1.53461104502
185,42842,00:11:54.628,714.628330335,2.05170824498
186,42965,00:11:56.680,716.68003858,7.58965245093
187,43420,00:12:04.269,724.269691031,8.79065239921
188,43947,00:12:13.060,733.060343431,5.10424978018
189,44253,00:12:18.164,738.164593211,3.70308317386
190,44475,00:12:21.867,741.867676385,18.4820547596
191,45583,00:12:40.349,760.349731144,6.9057497026
192,45997,00:12:47.255,767.255480847,3.30274985777
193,46195,00:12:50.558,770.558230705,3.80316650288
194,46423,00:12:54.361,774.361397207,19.0491936241
195,47565,00:13:13.410,793.410590832,6.13844418009
196,47933,00:13:19.549,799.549035012,3.08590264488
197,48118,00:13:22.634,802.634937656,3.16930541907
198,48308,00:13:25.804,805.804243076,3.3194304126
199,48507,00:13:29.123,809.123673488,2.98581931586
200,48686,00:13:32.109,812.109492804,3.70308317386
201,48908,00:13:35.812,815.812575978,2.30191656753
202,49046,00:13:38.114,818.114492545,3.96997205125
203,49284,00:13:42.084,822.084464597,2.55212489009
204,49437,00:13:44.636,824.636589487,3.51959707065
205,49648,00:13:48.156,828.156186557,4.72059701893
206,49931,00:13:52.876,832.876783576,2.25187490302
207,50066,00:13:55.128,835.128658479,3.51959707065
208,50277,00:13:58.648,838.64825555,3.7197637287
209,50500,00:14:02.368,842.368019279,6.13844418009
210,50868,00:14:08.506,848.506463459,3.43619429646
211,51074,00:14:11.942,851.942657755,2.26855545786
212,51210,00:14:14.211,854.211213213,4.83736090279
213,51500,00:14:19.048,859.048574116,5.4712219866
214,51828,00:14:24.519,864.519796103,4.50374980604
215,52098,00:14:29.023,869.023545909,2.75229154814
216,52263,00:14:31.775,871.775837457,2.36863878688
217,52405,00:14:34.144,874.144476244,3.18598597391
218,52596,00:14:37.330,877.330462217,14.1617910568
219,53445,00:14:51.492,891.492253274,7.15595802516
220,53874,00:14:58.648,898.648211299,7.13927747032
221,54302,00:15:05.787,905.78748877,1.98498602563
222,54421,00:15:07.772,907.772474795,3.76980539321
223,54647,00:15:11.542,911.542280189,2.16847212884
224,54777,00:15:13.710,913.710752317,4.97080534149
225,55075,00:15:18.681,918.681557659,2.80233321265
226,55243,00:15:21.483,921.483890872,2.21851379335
227,55376,00:15:23.702,923.702404665,6.78898581874
228,55783,00:15:30.491,930.491390484,2.08506935465
229,55908,00:15:32.576,932.576459838,1.73477770307
230,56012,00:15:34.311,934.311237541,3.80316650288
231,56240,00:15:38.114,938.114404044,3.91993038674
232,56475,00:15:42.034,942.034334431,2.26855545786
233,56611,00:15:44.302,944.302889889,3.78648594804
234,56838,00:15:48.089,948.089375837,5.03752756083
235,57140,00:15:53.126,953.126903398,1.31776383214
236,57219,00:15:54.444,954.44466723,1.86822214177
237,57331,00:15:56.312,956.312889372,1.85154158693
238,57442,00:15:58.164,958.164430959,4.00333316093
239,57682,00:16:02.167,962.167764119,5.58798587046
240,58017,00:16:07.755,967.75574999,8.22351353474
241,58510,00:16:15.979,975.979263525,5.90491641237
242,58864,00:16:21.884,981.884179937,5.52126365111
243,59195,00:16:27.405,987.405443588,2.25187490302
244,59330,00:16:29.657,989.657318491,2.91909709651
245,59505,00:16:32.576,992.576415588,1.53461104502
246,59597,00:16:34.111,994.111026633,4.52043036088
247,59868,00:16:38.631,998.631456994,2.20183323851
248,60000,00:16:40.833,1000.83329023,2.50208322558
249,60150,00:16:43.335,1003.33537346,4.50374980604
250,60420,00:16:47.839,1007.83912326,2.13511101916
251,60548,00:16:49.974,1009.97423428,3.01918042553
252,60729,00:16:52.993,1012.99341471,2.45204156107
253,60876,00:16:55.445,1015.44545627,5.62134698014
254,61213,00:17:01.066,1021.06680325,1.38448605149
255,61296,00:17:02.451,1022.4512893,4.20349981897
256,61548,00:17:06.654,1026.65478912,2.7356109933
257,61712,00:17:09.390,1029.39040011,2.41868045139
258,61857,00:17:11.809,1031.80908056,4.303583148
259,62115,00:17:16.112,1036.11266371,2.75229154814
260,62280,00:17:18.864,1038.86495526,3.78648594804
261,62507,00:17:22.651,1042.65144121,1.8849026966
262,62620,00:17:24.536,1044.53634391,5.22101366404
263,62933,00:17:29.757,1049.75735757,1.61801381921
264,63030,00:17:31.375,1051.37537139,2.21851379335
265,63163,00:17:33.593,1053.59388518,2.75229154814
266,63328,00:17:36.346,1056.34617673,3.11926375456
267,63515,00:17:39.465,1059.46544048,1.96830547079
268,63633,00:17:41.433,1061.43374596,6.60549971553
269,64029,00:17:48.039,1068.03924567,2.71893043846
270,64192,00:17:50.758,1070.75817611,7.7564579993
271,64657,00:17:58.514,1078.51463411,1.91826380628
272,64772,00:18:00.432,1080.43289792,5.67138864465
273,65112,00:18:06.104,1086.10428656,3.51959707065
274,65323,00:18:09.623,1089.62388363,1.65137492888
275,65422,00:18:11.275,1091.27525856,4.52043036088
276,65693,00:18:15.795,1095.79568892,3.01918042553
277,65874,00:18:18.814,1098.81486935,2.50208322558
278,66024,00:18:21.316,1101.31695257,2.50208322558
279,66174,00:18:23.819,1103.8190358,2.66888877395
280,66334,00:18:26.487,1106.48792457,1.66805548372
281,66434,00:18:28.155,1108.15598005,1.21768050312
282,66507,00:18:29.373,1109.37366056,1.25104161279
283,66582,00:18:30.624,1110.62470217,2.33527767721
284,66722,00:18:32.959,1112.95997985,4.08673593511
285,66967,00:18:37.046,1117.04671578,7.93994410251
286,67443,00:18:44.986,1124.98665989,5.38781921242
287,67766,00:18:50.374,1130.3744791,3.83652761256
288,67996,00:18:54.211,1134.21100671,2.55212489009
289,68149,00:18:56.763,1136.7631316,2.68556932879
290,68310,00:18:59.448,1139.44870093,20.3169157917
291,69528,00:19:19.765,1159.76561672,2.75229154814
292,69693,00:19:22.517,1162.51790827,4.05337482544
293,69936,00:19:26.571,1166.57128309,4.93744423181
294,70232,00:19:31.508,1171.50872733,3.80316650288
295,70460,00:19:35.311,1175.31189383,14.1284299471
296,71307,00:19:49.440,1189.44032378,4.57047202539
297,71581,00:19:54.010,1194.0107958,2.61884710944
298,71738,00:19:56.629,1196.62964291,1.90158325144
299,71852,00:19:58.531,1198.53122616,1.78481936758
300,71959,00:20:00.316,1200.31604553,5.52126365111
301,72290,00:20:05.837,1205.83730918,1.38448605149
302,72373,00:20:07.221,1207.22179523,1.71809714823
303,72476,00:20:08.939,1208.93989238,7.95662465735
304,72953,00:20:16.896,1216.89651704,3.75312483837
305,73178,00:20:20.649,1220.64964188,3.43619429646
306,73384,00:20:24.085,1224.08583617,5.53794420595
307,73716,00:20:29.623,1229.62378038,2.16847212884
308,73846,00:20:31.792,1231.79225251,1.38448605149
309,73929,00:20:33.176,1233.17673856,0.717263858
310,73972,00:20:33.894,1233.89400242,0.600499974139
311,74008,00:20:34.494,1234.49450239,2.06838879981
312,74132,00:20:36.562,1236.56289119,0.934111070883
313,74188,00:20:37.497,1237.49700226,13.9282632891
314,75023,00:20:51.425,1251.42526555,1.1676388386
315,75093,00:20:52.592,1252.59290439,0.41701387093
316,75118,00:20:53.009,1253.00991826,0.633861083814
317,75156,00:20:53.643,1253.64377934,0.283569432233
318,75173,00:20:53.927,1253.92734878,0.567138864465
319,75207,00:20:54.494,1254.49448764,0.333611096744
320,75227,00:20:54.828,1254.82809874,0.283569432232
321,75244,00:20:55.111,1255.11166817,8.77397184437
322,75770,00:21:03.885,1263.88564001,5.738110864
323,76114,00:21:09.623,1269.62375088,1.83486103209
324,76224,00:21:11.458,1271.45861191,3.40283318679
325,76428,00:21:14.861,1274.8614451,4.28690259316
326,76685,00:21:19.148,1279.14834769,0.750624967674
327,76730,00:21:19.898,1279.89897266,0.750624967674
328,76775,00:21:20.649,1280.64959763,3.93661094158
329,77011,00:21:24.586,1284.58620857,5.28773588339
330,77328,00:21:29.873,1289.87394445,3.80316650288
331,77556,00:21:33.677,1293.67711095,0.283569432232
332,77573,00:21:33.960,1293.96068039,0.30024998707
333,77591,00:21:34.260,1294.26093037,0.30024998707
334,77609,00:21:34.561,1294.56118036,0.550458309628
335,77642,00:21:35.111,1295.11163867,0.500416645116
336,77672,00:21:35.612,1295.61205532,0.567138864465
337,77706,00:21:36.179,1296.17919418,0.41701387093
338,77731,00:21:36.596,1296.59620805,0.266888877395
339,77747,00:21:36.863,1296.86309693,3.35279152228
340,77948,00:21:40.215,1300.21588845,5.85487474786
341,78299,00:21:46.070,1306.0707632,0.350291651581
342,78320,00:21:46.421,1306.42105485,0.350291651581
343,78341,00:21:46.771,1306.7713465,2.16847212884
344,78471,00:21:48.939,1308.93981863,3.15262486423
345,78660,00:21:52.092,1312.09244349,1.10091661926
346,78726,00:21:53.193,1313.19336011,0.283569432233
347,78743,00:21:53.476,1313.47692955,2.43536100623
348,78889,00:21:55.912,1315.91229055,3.03586098037
349,79071,00:21:58.948,1318.94815153,5.58798587046
350,79406,00:22:04.536,1324.5361374,6.70558304456
351,79808,00:22:11.241,1331.24172045,1.31776383214
352,79887,00:22:12.559,1332.55948428,1.93494436112
353,80003,00:22:14.494,1334.49442864,3.21934708358
354,80196,00:22:17.713,1337.71377572,3.40283318679
355,80400,00:22:21.116,1341.11660891,0.300249987069
356,80418,00:22:21.416,1341.4168589,0.333611096744
357,80438,00:22:21.750,1341.75046999,0.683902748325
358,80479,00:22:22.434,1342.43437274,0.283569432233
359,80496,00:22:22.717,1342.71794218,0.633861083814
360,80534,00:22:23.351,1343.35180326,1.75145825791
361,80639,00:22:25.103,1345.10326152,0.350291651581
362,80660,00:22:25.453,1345.45355317,0.250208322558
363,80675,00:22:25.703,1345.70376149,0.366972206418
364,80697,00:22:26.070,1346.0707337,0.350291651581
365,80718,00:22:26.421,1346.42102535,0.467055535442
366,80746,00:22:26.888,1346.88808088,0.266888877395
367,80762,00:22:27.154,1347.15496976,0.467055535442
368,80790,00:22:27.622,1347.6220253,0.650541638651
369,80829,00:22:28.272,1348.27256694,0.500416645116
370,80859,00:22:28.772,1348.77298358,0.383652761255
371,80882,00:22:29.156,1349.15663634,0.400333316093
372,80906,00:22:29.556,1349.55696966,1.40116660632
373,80990,00:22:30.958,1350.95813626,0.683902748325
374,81031,00:22:31.642,1351.64203901,0.316930541907
375,81050,00:22:31.958,1351.95896956,1.33444438698
376,81130,00:22:33.293,1353.29341394,5.43786087693
377,81456,00:22:38.731,1358.73127482,3.21934708358
378,81649,00:22:41.950,1361.9506219,6.3219302833
379,82028,00:22:48.272,1368.27255219,1.41784716116
380,82113,00:22:49.690,1369.69039935,1.55129159986
381,82206,00:22:51.241,1371.24169095,0.333611096744
382,82226,00:22:51.575,1371.57530204,2.00166658046
383,82346,00:22:53.576,1373.57696862,1.83486103209
384,82456,00:22:55.411,1375.41182966,4.00333316093
385,82696,00:22:59.415,1379.41516282,1.23436105795
386,82770,00:23:00.649,1380.64952388,1.55129159986
387,82863,00:23:02.200,1382.20081548,1.06755550958
388,82927,00:23:03.268,1383.26837098,6.83902748325
389,83337,00:23:10.107,1390.10739847,2.25187490302
390,83472,00:23:12.359,1392.35927337,5.13761088986
391,83780,00:23:17.496,1397.49688426,4.07005538028
392,84024,00:23:21.566,1401.56693964,4.83736090279
393,84314,00:23:26.404,1406.40430054,4.10341648995
394,84560,00:23:30.507,1410.50771703,0.850708296697
395,84611,00:23:31.358,1411.35842533,0.250208322558
396,84626,00:23:31.608,1411.60863365,0.567138864465
397,84660,00:23:32.175,1412.17577252,1.53461104502
398,84752,00:23:33.710,1413.71038356,5.10424978018
399,85058,00:23:38.814,1418.81463334,0.383652761256
400,85081,00:23:39.198,1419.1982861,0.867388851534
401,85133,00:23:40.065,1420.06567496,0.583819419302
402,85168,00:23:40.649,1420.64949437,1.51793049019
403,85259,00:23:42.167,1422.16742486,2.91909709651
404,85434,00:23:45.086,1425.08652196,0.30024998707
405,85452,00:23:45.386,1425.38677195,0.283569432232
406,85469,00:23:45.670,1425.67034138,0.667222193488
407,85509,00:23:46.337,1426.33756357,0.30024998707
408,85527,00:23:46.637,1426.63781356,0.30024998707
409,85545,00:23:46.938,1426.93806355,0.250208322558
410,85560,00:23:47.188,1427.18827187,0.250208322558
411,85575,00:23:47.438,1427.43848019,0.400333316093
412,85599,00:23:47.838,1427.83881351,0.467055535442
413,85627,00:23:48.305,1428.30586905,0.283569432232
414,85644,00:23:48.589,1428.58943848,0.266888877395
415,85660,00:23:48.856,1428.85632735,0.333611096744
416,85680,00:23:49.189,1429.18993845,0.533777754791
417,85712,00:23:49.723,1429.72371621,0.333611096744
418,85732,00:23:50.057,1430.0573273,0.500416645116
419,85762,00:23:50.557,1430.55774395,0.250208322558
420,85777,00:23:50.807,1430.80795227,0.250208322558
421,85792,00:23:51.058,1431.05816059,0.650541638651
422,85831,00:23:51.708,1431.70870223,0.433694425767
423,85857,00:23:52.142,1432.14239666,1.15095828377
424,85926,00:23:53.293,1433.29335494,0.250208322558
425,85941,00:23:53.543,1433.54356326,0.333611096744
426,85961,00:23:53.877,1433.87717436,0.433694425767
427,85987,00:23:54.310,1434.31086879,0.583819419302
428,86022,00:23:54.894,1434.89468821,0.333611096744
429,86042,00:23:55.228,1435.2282993,0.617180528976
430,86079,00:23:55.845,1435.84547983,4.4370275867
431,86345,00:24:00.282,1440.28250742,0.950791625721
432,86402,00:24:01.233,1441.23329904,0.300249987069
433,86420,00:24:01.533,1441.53354903,2.11843046432
434,86547,00:24:03.651,1443.6519795,0.333611096744
435,86567,00:24:03.985,1443.98559059,0.283569432233
436,86584,00:24:04.269,1444.26916002,0.250208322558
437,86599,00:24:04.519,1444.51936835,2.51876378042
438,86750,00:24:07.038,1447.03813213,0.53377775479
439,86782,00:24:07.571,1447.57190988,2.03502769014
440,86904,00:24:09.606,1449.60693757,2.06838879981
441,87028,00:24:11.675,1451.67532637,0.450374980604
442,87055,00:24:12.125,1452.12570135,3.80316650288
443,87283,00:24:15.928,1455.92886786,0.333611096744
444,87303,00:24:16.262,1456.26247895,2.00166658046
445,87423,00:24:18.264,1458.26414553,4.65387479958
446,87702,00:24:22.918,1462.91802033,6.13844418009
447,88070,00:24:29.056,1469.05646451,2.65220821911
448,88229,00:24:31.708,1471.70867273,3.20266652874
449,88421,00:24:34.911,1474.91133926,3.63636095451
450,88639,00:24:38.547,1478.54770021,2.76897210298
451,88805,00:24:41.316,1481.31667232,2.16847212884
452,88935,00:24:43.485,1483.48514445,3.13594430939
453,89123,00:24:46.621,1486.62108876,2.53544433525
454,89275,00:24:49.156,1489.15653309,3.20266652874
455,89467,00:24:52.359,1492.35919962,4.18681926414
456,89718,00:24:56.546,1496.54601888,4.72059701893
457,90001,00:25:01.266,1501.2666159,3.0024998707
458,90181,00:25:04.269,1504.26911577,6.93911081228
459,90597,00:25:11.208,1511.20822659,4.7539581286
460,90882,00:25:15.962,1515.96218471,4.40366647702
461,91146,00:25:20.365,1520.36585119,1.00083329023
462,91206,00:25:21.366,1521.36668448,1.91826380628
463,91321,00:25:23.284,1523.28494829,1.71809714823
464,91424,00:25:25.003,1525.00304544,2.83569432232
465,91594,00:25:27.838,1527.83873976,2.95245820618
466,91771,00:25:30.791,1530.79119796,1.63469437405
467,91869,00:25:32.425,1532.42589234,2.08506935465
468,91994,00:25:34.510,1534.51096169,2.20183323851
469,92126,00:25:36.712,1536.71279493,1.71809714823
470,92229,00:25:38.430,1538.43089208,3.93661094158
471,92465,00:25:42.367,1542.36750302,3.08590264488
472,92650,00:25:45.453,1545.45340567,3.38615263195
473,92853,00:25:48.839,1548.8395583,1.36780549665
474,92935,00:25:50.207,1550.2073638,2.65220821911
475,93094,00:25:52.859,1552.85957201,5.78815252851
476,93441,00:25:58.647,1558.64772454,2.41868045139
477,93586,00:26:01.066,1561.06640499,1.05087495474
478,93649,00:26:02.117,1562.11727995,1.61801381921
479,93746,00:26:03.735,1563.73529377,3.55295818032
480,93959,00:26:07.288,1567.28825195,5.50458309628
481,94289,00:26:12.792,1572.79283504,2.21851379335
482,94422,00:26:15.011,1575.01134884,1.5679721547
483,94516,00:26:16.579,1576.57932099,2.0183471353
484,94637,00:26:18.597,1578.59766813,1.53461104502
485,94729,00:26:20.132,1580.13227917,1.83486103209
486,94839,00:26:21.967,1581.96714021,2.38531934172
487,94982,00:26:24.352,1584.35245955,4.28690259316
488,95239,00:26:28.639,1588.63936214,1.41784716116
489,95324,00:26:30.057,1590.0572093,11.7764717151
490,96030,00:26:41.833,1601.83368102,5.1542914447
491,96339,00:26:46.987,1606.98797246,6.93911081228
492,96755,00:26:53.927,1613.92708327,2.26855545786
493,96891,00:26:56.195,1616.19563873,3.21934708358
494,97084,00:26:59.414,1619.41498581,2.36863878688
495,97226,00:27:01.783,1621.7836246,4.10341648995
496,97472,00:27:05.887,1625.88704109,3.30274985777
497,97670,00:27:09.189,1629.18979095,1.25104161279
498,97745,00:27:10.440,1630.44083256,0.700583303163
499,97787,00:27:11.141,1631.14141587,0.800666632186
500,97835,00:27:11.942,1631.9420825,1.50124993535
501,97925,00:27:13.443,1633.44333243,3.93661094158
502,98161,00:27:17.379,1637.37994337,4.33694425767
503,98421,00:27:21.716,1641.71688763,3.81984705772
504,98650,00:27:25.536,1645.53673469,2.10174990949
505,98776,00:27:27.638,1647.6384846,8.35695797344
506,99277,00:27:35.995,1655.99544257,2.05170824498
507,99400,00:27:38.047,1658.04715082,1.90158325144
508,99514,00:27:39.948,1659.94873407,1.70141659339
509,99616,00:27:41.650,1661.65015066,7.58965245093
510,100071,00:27:49.239,1669.23980311,2.151791574
511,100200,00:27:51.391,1671.39159469,8.10674965088
512,100686,00:27:59.498,1679.49834434,7.32276357353
513,101125,00:28:06.821,1686.82110791,2.83569432232
514,101295,00:28:09.656,1689.65680223,10.1084162313
515,101901,00:28:19.765,1699.76521847,1.60133326437
516,101997,00:28:21.366,1701.36655173,1.01751384507
517,102058,00:28:22.384,1702.38406558,3.18598597391
518,102249,00:28:25.570,1705.57005155,2.83569432232
519,102419,00:28:28.405,1708.40574587,3.08590264488
520,102604,00:28:31.491,1711.49164852,1.50124993535
521,102694,00:28:32.992,1712.99289845,3.16930541907
522,102884,00:28:36.162,1716.16220387,1.55129159986
523,102977,00:28:37.713,1717.71349547,1.13427772893
524,103045,00:28:38.847,1718.8477732,4.15345815446
