Frame Number,Timecode,delta_sat,delta_hsv_avg,delta_lum,delta_hue
76,00:00:06.622,18.980986394557824,11.438932350718064,5.175091269841269,10.160719387755101
77,00:00:06.709,19.67329648526077,11.819356575963718,5.067675170068028,10.717098072562358
78,00:00:06.796,11.350791383219955,6.703460317460318,1.9790510204081633,6.780538548752834
79,00:00:06.883,19.178711451247164,11.64185544217687,5.074392290249433,10.672462585034014
80,00:00:06.970,15.881638888888888,9.730013038548753,3.635754535147392,9.672645691609977
81,00:00:07.057,11.796139455782313,7.202644935752079,1.9359444444444445,7.875850907029479
82,00:00:07.145,13.110080498866212,8.073149470899471,2.944065192743764,8.165302721088436
83,00:00:07.232,17.989606009070293,11.054617724867724,4.986995464852607,10.187251700680273
84,00:00:07.319,14.62899716553288,8.829502834467121,3.0873537414965986,8.772157596371882
85,00:00:07.406,9.349916099773242,5.630770975056689,1.8907023809523809,5.651694444444445
86,00:00:07.493,13.621065192743764,8.579221844293272,2.9952137188208616,9.121386621315192
87,00:00:07.580,13.94959410430839,8.461276077097507,2.853620181405896,8.58061394557823
88,00:00:07.667,19.47648866213152,12.072526832955404,6.238580498866213,10.50251133786848
89,00:00:07.754,11.057663832199546,6.6428909674981105,1.9198469387755102,6.951162131519275
90,00:00:07.842,11.740110544217687,7.061272486772487,2.2135504535147392,7.230156462585034
91,00:00:07.929,10.51812641723356,6.188193121693121,2.2873639455782313,5.759089002267574
92,00:00:08.016,18.871128117913834,11.530832766439909,5.644498299319728,10.076871882086168
93,00:00:08.103,9.722468820861678,5.741767006802721,1.807971655328798,5.694860544217687
94,00:00:08.190,14.514808390022676,8.93115419501134,3.2338843537414967,9.044769841269842
95,00:00:08.277,10.201222789115647,6.102669123204838,2.0295266439909296,6.077257936507936
96,00:00:08.364,15.952047052154194,9.951029289493574,3.7476933106575965,10.153347505668934
97,00:00:08.452,10.795820861678004,6.438790816326531,1.8698265306122448,6.6507250566893426
98,00:00:08.539,12.959648526077098,8.084634164777022,2.7264455782312926,8.567808390022675
99,00:00:08.626,13.222868480725623,8.534640022675736,2.885937641723356,9.49511394557823
100,00:00:08.713,9.695822562358277,5.964635865457294,1.7485725623582766,6.4495124716553285
101,00:00:08.800,15.481145691609978,9.69184769463341,2.877982993197279,10.71641439909297
102,00:00:08.887,12.033526077097505,7.527126984126984,2.7946961451247168,7.75315873015873
103,00:00:08.974,12.277587301587301,7.70095313681028,2.7462397959183673,8.07903231292517
104,00:00:09.062,12.400614512471655,7.665430650037792,2.7977607709750565,7.797916666666667
105,00:00:09.149,13.711671768707482,8.314370559334845,3.219784580498866,8.011655328798186
106,00:00:09.236,13.015574829931973,7.963151927437642,3.0122301587301585,7.861650793650794
107,00:00:09.323,12.640473922902494,7.7960493197278895,2.8042437641723357,7.943430272108843
108,00:00:09.410,8.86358163265306,5.308783446712018,1.8403061224489796,5.222462585034013
109,00:00:09.497,10.359504535147392,6.343325963718821,2.008815759637188,6.6616575963718825
110,00:00:09.584,15.199712585034014,9.93226851851852,4.265253401360544,10.331839569160998
111,00:00:09.671,9.908696712018141,6.097739229024943,2.0868849206349207,6.297636054421769
112,00:00:09.759,11.970936507936507,7.560263038548752,2.806906462585034,7.902946145124717
113,00:00:09.846,10.213713151927438,6.478522486772487,2.0133049886621315,7.208549319727891
114,00:00:09.933,10.155014739229024,6.342234504913076,2.0923032879818595,6.779385487528344
115,00:00:10.020,13.642234126984127,8.924249244142102,3.714747732426304,9.415765873015873
116,00:00:10.107,9.084000566893424,5.551869425547996,1.9200136054421768,5.65159410430839
117,00:00:10.194,11.409429138321995,7.1022044595616025,2.666106575963719,7.231077664399093
118,00:00:10.281,12.306777777777778,7.694914777021919,2.6133373015873014,8.16462925170068
119,00:00:10.369,8.071421768707483,4.905168178382464,1.7421763038548752,4.901906462585034
120,00:00:10.456,10.7531910430839,6.793530801209372,2.4297375283446714,7.197663832199546
121,00:00:10.543,12.482209183673469,7.745308201058201,2.7815413832199547,7.972174036281179
122,00:00:10.630,8.277135487528344,4.98977305366591,1.7131162131519275,4.97906746031746
123,00:00:10.717,8.049066326530612,4.843087112622827,1.8077760770975058,4.672418934240363
124,00:00:10.804,14.03719784580499,9.040991118669691,3.160958616780045,9.924816893424037
125,00:00:10.891,7.459511337868481,4.5360289115646255,1.3957171201814058,4.752858276643991
126,00:00:10.978,9.28246485260771,5.796841836734694,1.912859410430839,6.195201247165532
127,00:00:11.066,8.040922335600907,4.914069160997733,1.403064058956916,5.298221088435374
128,00:00:11.153,10.79263492063492,6.864416477702193,2.1486162131519273,7.651998299319728
129,00:00:11.240,10.95551700680272,6.792668367346938,2.532489795918367,6.8899982993197275
130,00:00:11.327,5.551374149659864,3.2792889266817835,1.4513985260770974,2.83509410430839
131,00:00:11.414,8.661128684807256,5.40574716553288,1.9116530612244897,5.644459750566893
132,00:00:11.501,7.9663055555555555,4.890755668934241,1.739046485260771,4.966914965986395
133,00:00:11.588,7.079735260770975,4.362227135298563,1.427547052154195,4.5793990929705215
134,00:00:11.676,8.417836167800454,5.182702191987906,1.8722902494331066,5.257980158730159
135,00:00:11.763,8.583087301587302,5.259127551020408,1.9114608843537415,5.282834467120181
136,00:00:11.850,8.805561224489797,5.367850718065005,1.6922222222222223,5.605768707482993
137,00:00:11.937,8.036579931972788,4.961482048374905,1.90790873015873,4.939957482993197
138,00:00:12.024,8.249310090702949,5.0937940287226,1.9501598639455782,5.081912131519275
139,00:00:12.111,6.9346768707483,4.274978080120937,1.4677755102040817,4.422481859410431
140,00:00:12.198,5.375416666666666,3.163037414965986,1.3576933106575964,2.756002267573696
141,00:00:12.285,10.640055555555556,6.613419312169313,2.540404761904762,6.659797619047619
142,00:00:12.373,7.9145345804988665,4.687335978835979,1.750358276643991,4.397115079365079
143,00:00:12.460,3.74343820861678,2.1878595993953134,1.0992448979591836,1.7208956916099774
144,00:00:12.547,6.4582953514739225,3.8346107331821617,1.8513968253968254,3.194140022675737
145,00:00:12.634,5.235565192743764,3.112704459561602,1.3266468253968253,2.7759013605442178
146,00:00:12.721,3.7991082766439908,2.211824074074074,1.0515566893424035,1.7848072562358277
147,00:00:12.808,4.047537981859411,2.3454480347694635,1.2225980725623582,1.7662080498866213
148,00:00:12.895,6.63168253968254,3.9338956916099774,1.9451967120181406,3.2248078231292516
149,00:00:12.983,6.861358276643991,4.080903250188965,2.134359410430839,3.2469920634920637
150,00:00:13.070,5.612186507936508,3.1795750188964473,1.1614903628117914,2.765048185941043
151,00:00:13.157,5.4015368480725625,3.0812106953892666,1.2879268707482994,2.554168367346939
152,00:00:13.244,5.240391156462585,2.962315948601663,1.1940453514739229,2.4525113378684806
153,00:00:13.331,7.956374149659864,4.570251133786848,1.832984126984127,3.9213951247165535
154,00:00:13.418,6.81437074829932,3.9720933484504912,1.5036944444444444,3.59821485260771
155,00:00:13.505,5.963775510204082,3.4883021541950114,1.339452947845805,3.1616780045351476
156,00:00:13.593,4.964706916099773,2.8829160997732424,1.2808996598639455,2.403141723356009
157,00:00:13.680,2.98977947845805,1.6770831443688587,0.7762789115646258,1.2651910430839002
158,00:00:13.767,5.755840136054422,3.2904862055933486,1.3166967120181405,2.798921768707483
159,00:00:13.854,3.250612244897959,1.8217239229024944,0.7228650793650794,1.4916944444444444
160,00:00:13.941,3.4573055555555556,1.9646010959939533,0.9505924036281179,1.485905328798186
161,00:00:14.028,4.22162074829932,2.3782481103552535,0.9653140589569161,1.9478095238095239
162,00:00:14.115,5.158557256235827,2.973247543461829,1.3669109977324263,2.3942743764172336
163,00:00:14.202,5.0837103174603175,2.9206626984126984,0.9649308390022676,2.7133469387755103
164,00:00:14.290,3.7148537414965985,2.0664504913076343,1.0155685941043084,1.4689291383219956
165,00:00:14.377,12.79299716553288,7.605095049130764,1.6458010204081632,8.376486961451247
166,00:00:14.464,3.4004552154195014,1.815718820861678,1.0322120181405896,1.0144892290249432
167,00:00:14.551,2.5349143990929703,1.4050682161753592,0.9805243764172336,0.699765873015873
168,00:00:14.638,3.7711502267573698,2.0403312547241117,1.2264138321995466,1.1234297052154194
169,00:00:14.725,2.8757670068027212,1.58957350718065,0.9403168934240362,0.9526366213151928
170,00:00:14.812,2.6829920634920637,1.378021730914588,0.6557896825396825,0.7952834467120181
171,00:00:14.900,2.398469954648526,1.2942071050642479,0.726094671201814,0.7580566893424037
172,00:00:14.987,4.838754535147392,2.540666288737717,1.2635102040816326,1.519734126984127
173,00:00:15.074,4.378265873015873,2.424022864701436,1.0902386621315192,1.8035640589569162
174,00:00:15.161,2.5000804988662133,1.3949421768707484,0.6624750566893424,1.0222709750566894
175,00:00:15.248,3.426452947845805,1.8995062358276644,1.017481859410431,1.2545839002267574
176,00:00:15.335,4.526675170068027,2.516608843537415,1.1439597505668935,1.8791916099773243
177,00:00:15.422,4.704132653061224,2.639664021164021,1.385608843537415,1.829250566893424
178,00:00:15.509,5.2504614512471655,2.881556500377929,0.970468820861678,2.4237392290249433
179,00:00:15.597,3.4097568027210885,1.802878873771731,0.88165589569161,1.1172239229024943
180,00:00:15.684,4.37433843537415,2.4677428193499624,1.5173361678004536,1.5115538548752834
181,00:00:15.771,2.592482993197279,1.4210338246409675,0.7156989795918367,0.9549195011337869
182,00:00:15.858,3.046829931972789,1.6718824640967496,0.8959314058956916,1.0728860544217687
183,00:00:15.945,3.1813242630385488,1.720831065759637,1.0758367346938775,0.9053321995464853
184,00:00:16.032,47.44847675736961,27.949750566893425,24.112680272108843,12.288094671201813
185,00:00:16.119,7.5337273242630385,4.018609599395314,1.2325436507936507,3.2895578231292517
186,00:00:16.207,3.90759410430839,2.070066326530612,0.6861853741496599,1.6164195011337867
187,00:00:16.294,5.719963718820861,3.304213151927437,0.9784977324263039,3.2141780045351473
188,00:00:16.381,11.991915532879819,6.8996619425548,2.0099268707482993,6.697143424036281
189,00:00:16.468,9.466587868480726,5.43140230536659,1.7648696145124716,5.062749433106576
190,00:00:16.555,12.41075566893424,7.367235638699924,2.273451814058957,7.417499433106576
191,00:00:16.642,6.937248866213152,4.417995464852608,1.1486689342403629,5.168068594104309
192,00:00:16.729,11.636909863945577,7.285248488284203,1.9494943310657595,8.26934126984127
193,00:00:16.816,11.12520634920635,6.787525888133032,1.8269268707482993,7.410444444444445
194,00:00:16.904,11.14848866213152,6.699943121693122,1.5939223356009071,7.357418367346939
195,00:00:16.991,5.318019274376417,3.1233308767951624,0.7614603174603175,3.290513038548753
196,00:00:17.078,10.505209750566893,6.858874527588813,1.7860221088435375,8.285391723356009
197,00:00:17.165,6.921389455782313,4.299800453514739,0.9526519274376417,5.025359977324263
198,00:00:17.252,6.271277210884354,3.748674981103553,0.690609410430839,4.2841383219954645
199,00:00:17.339,5.643358843537415,3.2598083900226764,0.897264172335601,3.238802154195011
200,00:00:17.426,5.253323129251701,3.0954455782312924,0.6900147392290249,3.342998866213152
201,00:00:17.514,6.552112244897959,3.9284041950113378,1.1708792517006803,4.062221088435374
202,00:00:17.601,4.052468820861678,2.2901989795918367,0.6457726757369614,2.1723554421768707
203,00:00:17.688,4.607899092970522,2.625627551020408,0.6180198412698412,2.6509637188208615
204,00:00:17.775,3.3261156462585033,1.9153705593348451,0.5479143990929706,1.8720816326530612
205,00:00:17.862,3.9175255102040816,2.271917989417989,0.5775595238095238,2.320668934240363
206,00:00:17.949,9.062715986394558,5.486515873015873,1.411782879818594,5.985048752834467
207,00:00:18.036,2.482562925170068,1.2818108465608464,0.4047715419501134,0.9580980725623582
208,00:00:18.124,2.809404195011338,1.4668004535147394,0.5012256235827665,1.0897715419501133
209,00:00:18.211,8.405627551020409,4.960529100529101,1.3773809523809524,5.098578798185941
210,00:00:18.298,7.201469954648526,4.253749811035525,1.065830498866213,4.493948979591837
211,00:00:18.385,5.178460884353742,3.0444482237339385,0.7397562358276644,3.2151275510204083
212,00:00:18.472,5.848040249433106,3.5241113000755853,0.8093480725623583,3.9149455782312925
213,00:00:18.559,7.734098072562358,4.63935015117158,1.1222295918367347,5.061722789115646
214,00:00:18.646,11.947399092970521,7.57744066515495,2.0641269841269843,8.720795918367347
215,00:00:18.733,6.166235827664399,3.511551776266062,0.8444495464852607,3.523969954648526
216,00:00:18.821,5.50865873015873,3.0971198034769465,0.9278662131519274,2.8548344671201815
217,00:00:18.908,6.697160430839002,3.8550559334845045,1.1160085034013605,3.751998866213152
218,00:00:18.995,9.396683673469388,5.815517195767196,1.8700867346938777,6.179781179138322
219,00:00:19.082,5.692996598639456,3.505730725623583,0.955936507936508,3.8682590702947848
220,00:00:19.169,5.787596371882086,3.819261148904006,1.3604620181405895,4.309725056689342
221,00:00:19.256,6.233837868480726,4.02954119425548,1.370421768707483,4.484363945578231
222,00:00:19.343,12.79351133786848,7.7041970899470895,1.9256456916099773,8.393434240362811
223,00:00:19.431,4.478284580498866,2.755758314436886,0.9192290249433107,2.8697613378684808
224,00:00:19.518,4.914691609977324,2.9222311035525323,1.01937641723356,2.832625283446712
225,00:00:19.605,8.36675283446712,4.855424225245653,1.4199353741496599,4.7795844671201815
226,00:00:19.692,7.829156462585034,4.674669690098262,1.2792244897959184,4.915628117913832
227,00:00:19.779,9.818294784580498,5.920560468631897,2.349920068027211,5.593466553287982
228,00:00:19.866,8.976347505668935,5.421376606198034,1.8594024943310659,5.428379818594104
229,00:00:19.953,10.86245351473923,6.669512471655328,1.9947426303854876,7.15134126984127
230,00:00:20.040,5.7313786848072565,3.302269463340892,0.7620017006802721,3.4134280045351475
231,00:00:20.128,7.364004535147393,4.581275888133031,0.9675663265306123,5.412256802721088
232,00:00:20.215,5.399036281179138,3.393777777777778,0.7998639455782313,3.9824331065759635
233,00:00:20.302,5.925547619047619,3.6455927815570672,0.9449767573696145,4.066253968253968
234,00:00:20.389,4.733473922902494,2.8921681783824638,0.7328503401360544,3.2101802721088437
235,00:00:20.476,9.695235260770975,6.354174414210128,1.7534773242630386,7.613810657596372
236,00:00:20.563,8.39168253968254,5.651650226757369,1.5993202947845806,6.963947845804989
237,00:00:20.650,6.7518854875283445,4.396140022675737,1.2108072562358276,5.225727324263039
238,00:00:20.738,7.8381060090702945,5.012686885865457,1.4420674603174604,5.757887188208617
239,00:00:20.825,10.72801133786848,7.0445901360544205,2.5257551020408164,7.880003968253968
240,00:00:20.912,8.866978458049887,5.617829931972789,1.630437074829932,6.356074263038549
241,00:00:20.999,6.715480158730159,4.126298563869992,1.380234126984127,4.283181405895691
242,00:00:21.086,9.557983560090703,5.8856746031746034,1.9763843537414967,6.12265589569161
243,00:00:21.173,6.206977324263039,3.557234126984127,1.1343656462585034,3.330359410430839
244,00:00:21.260,7.844354875283447,4.754930650037793,1.412251133786848,5.008185941043084
245,00:00:21.347,18.023785714285715,10.553868102796676,4.223860544217687,9.413958049886622
246,00:00:21.435,11.558163265306122,7.3101243386243375,2.0135544217687076,8.358655328798186
247,00:00:21.522,8.708959750566894,5.595661375661376,1.3324104308390023,6.745613945578231
248,00:00:21.609,6.411903628117914,3.766428004535148,1.0529325396825397,3.8344478458049887
249,00:00:21.696,6.985438775510204,4.349970332577475,1.0701128117913832,4.994359410430839
250,00:00:21.783,6.368996031746032,3.8393724489795917,1.0628775510204083,4.086243764172336
251,00:00:21.870,6.55509126984127,4.151306500377929,0.8034954648526077,5.09533276643991
252,00:00:21.957,10.08120238095238,6.45039380196523,1.7093021541950113,7.560676870748299
253,00:00:22.045,6.470734693877551,3.980320861678005,0.914406462585034,4.555821428571429
254,00:00:22.132,5.193257936507936,3.0859455782312923,0.7733843537414966,3.2911944444444443
255,00:00:22.219,5.966425170068027,3.772399659863946,0.6894308390022675,4.661342970521542
256,00:00:22.306,8.514910430839002,5.417313303099018,1.3240867346938776,6.412942743764172
257,00:00:22.393,3.8393837868480727,2.3168134920634924,0.5975323129251701,2.5135243764172337
258,00:00:22.480,3.4364263038548755,2.0180708616780048,0.5661048752834467,2.0516814058956916
259,00:00:22.567,7.604882086167801,4.624499244142101,1.04612641723356,5.222489229024943
260,00:00:22.655,7.323980725623583,4.145469387755102,0.9632624716553287,4.149164965986395
261,00:00:22.742,6.955530045351474,4.10805650037793,0.7621899092970521,4.606449546485261
262,00:00:22.829,8.481668934240362,5.108707482993197,1.2789869614512472,5.5654665532879815
263,00:00:22.916,7.999888888888889,4.950057634164778,1.030950680272109,5.819333333333334
264,00:00:23.003,3.63118537414966,2.1909202569916855,0.5739149659863946,2.367660430839002
265,00:00:23.090,7.614344671201814,4.880072562358277,1.0177715419501134,6.008101473922903
266,00:00:23.177,9.351420068027211,6.020047430083145,1.455435941043084,7.253286281179139
267,00:00:23.264,7.170358843537415,4.465639644746788,0.8508792517006802,5.375680839002268
268,00:00:23.352,5.090291383219955,3.2488187830687836,0.7617284580498866,3.8944365079365078
269,00:00:23.439,8.138129818594104,5.181749811035525,1.168748866213152,6.23837074829932
270,00:00:23.526,9.637540816326531,6.20484448223734,1.3969433106575964,7.580049319727891
271,00:00:23.613,9.900253968253969,6.514310657596372,1.5818446712018142,8.060833333333333
272,00:00:23.700,10.718693310657596,6.744345993953136,1.6769104308390024,7.837434240362811
273,00:00:23.787,10.403618480725624,6.4382003023431595,1.64222052154195,7.268761904761905
274,00:00:23.874,11.476446145124717,6.775640022675737,1.7391337868480725,7.111340136054422
275,00:00:23.962,8.268771541950114,5.16397902494331,1.125047052154195,6.098118480725623
276,00:00:24.049,7.48350850340136,4.615533446712018,1.0912772108843538,5.27181462585034
277,00:00:24.136,13.142201247165533,7.960147203325775,2.3126808390022675,8.425559523809524
278,00:00:24.223,9.55990873015873,6.068433673469387,1.5517845804988661,7.093607709750567
279,00:00:24.310,7.368775510204082,4.626823696145125,1.0197233560090704,5.4919722222222225
280,00:00:24.397,10.36641723356009,6.252239984882842,1.7544166666666667,6.635886054421769
281,00:00:24.484,12.967154195011338,7.829485638699925,2.2842998866213153,8.23700283446712
282,00:00:24.571,6.611176303854875,4.023174225245654,0.9896774376417233,4.4686689342403625
283,00:00:24.659,11.337577664399094,6.77538851095994,1.9133679138321995,7.075219954648526
284,00:00:24.746,6.250634920634921,3.664281368102797,1.0895719954648526,3.6526371882086166
285,00:00:24.833,14.803259637188209,8.824557067271353,3.543315759637188,8.127095804988663
286,00:00:24.920,13.831054988662132,8.156142290249432,2.651925170068027,7.985446712018141
287,00:00:25.007,17.436887755102042,10.151971088435374,2.767352607709751,10.251672902494331
288,00:00:25.094,10.822374716553288,6.856862244897958,2.289736961451247,7.458475056689342
289,00:00:25.181,17.704212585034014,10.655380007558579,4.2483344671201815,10.013592970521541
290,00:00:25.269,12.65633560090703,7.9420614134542715,2.6160663265306123,8.55378231292517
291,00:00:25.356,12.911027210884354,8.214793083900227,2.7026014739229023,9.030750566893424
292,00:00:25.443,9.66886394557823,5.726258692365835,1.7464790249433106,5.763433106575964
293,00:00:25.530,19.311160997732426,10.982804421768707,4.772679138321996,8.864573129251701
294,00:00:25.617,13.45073299319728,7.768607142857142,2.6367210884353742,7.218367346938775
295,00:00:25.704,8.165160997732427,4.698261337868481,1.5213662131519274,4.408256802721088
296,00:00:25.791,15.707204081632653,9.070568594104309,3.7364790249433106,7.768022675736962
297,00:00:25.878,13.902009070294785,7.986591458805744,2.8434007936507935,7.214364512471655
298,00:00:25.966,7.994178571428572,4.7424348072562355,1.3675209750566892,4.865604875283447
299,00:00:26.053,13.44005328798186,7.3798180272108835,2.5082386621315194,6.191162131519274
300,00:00:26.140,8.971717120181406,5.326577664399093,1.6893809523809524,5.318634920634921
301,00:00:26.227,14.59766836734694,8.573619803476946,3.146047052154195,7.977143990929705
302,00:00:26.314,10.12132879818594,5.734309712773999,1.8418395691609977,5.239760770975057
303,00:00:26.401,11.937235827664399,6.547885487528345,2.2283690476190476,5.478051587301588
304,00:00:26.488,9.774451814058956,5.454862811791383,1.669028911564626,4.921107709750567
305,00:00:26.576,13.131690476190476,7.49427343159486,2.645890022675737,6.705239795918367
306,00:00:26.663,11.154973356009071,6.517454081632653,1.995017006802721,6.402371882086168
307,00:00:26.750,7.771760204081633,4.417474111866969,1.2986456916099773,4.182016439909297
308,00:00:26.837,12.772007936507936,7.453143235071806,2.6313010204081633,6.95612074829932
309,00:00:26.924,7.4316298185941045,4.325365268329555,1.1354880952380952,4.4089778911564625
310,00:00:27.011,10.563363945578232,5.964154761904762,1.5718055555555555,5.757294784580499
311,00:00:27.098,9.773877551020409,5.767234693877551,1.2004580498866213,6.327368480725624
312,00:00:27.186,11.072925170068027,6.724238473167045,1.865564058956916,7.234226190476191
313,00:00:27.273,15.274385487528345,8.669818594104308,2.4546173469387753,8.280452947845806
314,00:00:27.360,6.832786848072562,4.068328420256991,0.8128276643990929,4.55937074829932
315,00:00:27.447,7.171363378684807,4.105167422524565,0.7904036281179139,4.353735260770975
316,00:00:27.534,13.410820861678005,7.313602040816327,1.8043208616780044,6.72566439909297
317,00:00:27.621,13.038178571428572,7.226070294784581,1.9258191609977324,6.714213151927438
318,00:00:27.708,17.650158163265306,9.651962207105063,2.5270731292517006,8.778655328798186
319,00:00:27.795,15.086393424036281,8.323312736205592,2.060359410430839,7.82318537414966
320,00:00:27.883,15.60905612244898,8.91683522297808,1.9817534013605442,9.159696145124716
321,00:00:27.970,12.303680272108844,7.411906651549509,1.6677040816326532,8.26433560090703
322,00:00:28.057,7.229423469387755,4.184863189720333,0.7613979591836735,4.563768140589569
